Serie,Modelo,Local,
G2CPXG3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM MONTESE,
G4RSCJ3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM PROF MOTTA SOBRINHO,
G9JSCJ3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM DR ELY COMBAT,
G9WVRH3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,CCAIC - OLAVO BILAC,
GHWVRH3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM FRANCISCO BARBOZA LEITE,
GY701H3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,CIEP BRIZOLÃO MUNICIPALIZADO 097 - CARLOS CHAGAS,
H0VT6K3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM PROFª ELISABETH LOPES CABRAL,
H2CPXG3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,CIEP BRIZOLÃO MUNICIPALIZADO 220 - YOLANDA BORGES,
H6CPXG3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM PROFª ZILLA JUNGER DA SILVA,
H8VT6K3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM PROFª AILA SALDANHA DO COUTO,
HCWVRH3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM RUY BARBOSA,
HD6Y6K3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM LIONS,
HG1GMJ3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EE MUNICIPALIZADA PROFª MARIA DE ARAUJO DA SILVA,
HGWVRH3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM BILÍNGUE EMBAIXADOR OSWALDO ARANHA,
HM1GMJ3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,CRECHE E PRÉ-ESCOLA MUNICIPAL GRACIESSE LUIZA SILVA LOURENÇO,
HR1GMJ3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,"CRECHE E PRÉ-ESCOLA MUNICIPAL 
JOSÉ ATAÍDE DA SILVA",
HR701H3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,CRECHE  E PRÉ -ESCOLA MUNICIPAL AYRTON SENNA,
HRVVRH3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM PROF JAIR ALVES DE FREITAS,
HZ701H3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM BILÍNGUE SENOR ABRAVANEL SILVIO SANTOS,
J3CPXG3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM MARECHAL FLORIANO PEIXOTO,
J3WVRH3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM JOSÉ CAMILO DOS SANTOS,
J5CPXG3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,PRÉ - ESCOLA MUNICIPAL PROFª MARIA ANGER DIAS GUARINO,
J7CPXG3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM TODOS OS SANTOS,
J7WZRH3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,CRECHE MUNICIPAL TERESA DE LISIEUX,
JDWVRH3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM MINAS GERAIS,
JGMY3S3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,"CRECHE E PRÉ - ESCOLA MUNICIPAL LAURA MENEZES 
DE FREITAS LIMA",
JHTT6K3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,DE FREITAS LIMA,
JJJSCJ3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,CIEP BRIZOLÃO MUNICIPALIZADO 015 - HENRIQUE DE SOUZA FILHO - HENFIL,
JKWVRH3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM WANDA GOMES SOARES,
JM1GMJ3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM GENERAL MOURÃO FILHO,
JMTT6K3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,CRECHE e EM BENÍZIO JOSÉ DA SILVA,
JP701H3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,CRECHE e PRE-ESCOLA MUNICIPAL PROFª MARIA LÚCIA ANDRADE RIBEIRO,
JQ701H3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EE MUNICIPALIZADA MANOEL JOAQUIM SALGUEIRO,
JR701H3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,ASS. PESTALOSE,
JZQSCJ3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,CRECHE MUNICIPAL IRACY MOREIRA THEODORO,
